poolname;year;sample;pool;island;water_VIP;magna_VIP;pulex_VIP;longispina_VIP;water_DE;magna_DE;longispina_DE;pulex_DE
FSS-3;2009;2;3;FSS;y;0;0;0;y;0;0;0
FSS-3;2010;1;3;FSS;y;0;0;0;y;0;0;0
FSS-3;2011;1;3;FSS;y;0;0;0;y;0;0;0
FSS-3;2011;2;3;FSS;y;0;0;0;y;0;0;0
FSS-3;2012;1;3;FSS;y;0;0;0;y;0;0;0
FSS-3;2012;2;3;FSS;y;0;0;0;y;0;0;0
FSS-5;2009;2;5;FSS;y;0;0;0;n;NA;NA;NA
FSS-5;2011;1;5;FSS;y;0;0;0;y;0;0;0
FSS-5;2012;1;5;FSS;y;0;0;0;y;0;0;0
FSS-5;2012;2;5;FSS;y;0;0;0;y;0;0;0
FSS-9;2009;1;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2009;2;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2010;1;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2011;1;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2011;2;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2012;1;9;FSS;y;0;0;0;y;0;0;0
FSS-9;2012;2;9;FSS;y;0;0;0;y;0;0;0
G-1;2009;1;1;G;y;0;0;0;y;0;0;0
G-1;2009;2;1;G;y;0;0;0;y;0;0;0
G-1;2010;1;1;G;y;0;0;0;y;0;0;0
G-1;2011;1;1;G;y;1;0;0;y;1;0;0
G-1;2011;2;1;G;y;1;0;0;y;0;0;0
G-1;2012;1;1;G;y;0;0;0;y;1;0;0
G-1;2012;2;1;G;y;1;0;0;y;1;0;0
G-10;2009;1;10;G;y;1;0;0;y;1;0;0
G-10;2009;2;10;G;y;1;0;0;y;1;0;0
G-10;2010;1;10;G;y;0;0;0;y;0;0;0
G-10;2011;1;10;G;y;1;0;0;y;1;0;0
G-10;2011;2;10;G;y;1;0;0;y;1;0;0
G-10;2012;1;10;G;y;0;0;0;y;0;0;0
G-10;2012;2;10;G;y;0;0;0;y;0;0;0
G-102;2009;1;102;G;y;1;0;1;y;1;0;0
G-102;2009;2;102;G;y;1;0;0;y;1;0;0
G-102;2010;1;102;G;y;0;0;1;y;0;1;0
G-102;2011;1;102;G;y;1;0;1;y;1;1;0
G-102;2011;2;102;G;y;0;0;1;y;0;1;0
G-102;2012;1;102;G;y;1;0;0;y;1;1;0
G-102;2012;2;102;G;y;0;0;1;y;0;1;0
G-103;2009;1;103;G;y;0;0;1;y;0;0;0
G-103;2009;2;103;G;y;1;0;0;y;0;0;0
G-103;2010;1;103;G;y;0;0;0;y;0;0;0
G-103;2011;1;103;G;y;1;0;1;y;1;1;0
G-103;2011;2;103;G;y;1;0;1;y;1;1;0
G-103;2012;1;103;G;y;0;0;0;y;0;0;0
G-103;2012;2;103;G;y;1;0;1;y;1;1;0
G-105;2009;1;105;G;y;0;0;1;y;0;1;0
G-105;2009;2;105;G;y;0;0;1;y;0;0;0
G-105;2010;1;105;G;y;0;0;1;y;0;0;0
G-105;2011;1;105;G;y;0;0;1;y;0;1;0
G-105;2011;2;105;G;y;0;0;0;y;0;1;0
G-105;2012;1;105;G;y;0;0;0;y;0;0;0
G-105;2012;2;105;G;y;0;1;0;y;0;0;1
G-106;2009;1;106;G;y;0;0;1;y;0;1;0
G-106;2009;2;106;G;y;0;0;0;y;0;0;0
G-106;2010;1;106;G;y;0;0;0;y;0;0;0
G-106;2011;1;106;G;y;0;0;0;y;0;0;0
G-106;2011;2;106;G;y;0;0;0;y;0;0;0
G-106;2012;1;106;G;y;0;0;0;y;0;0;0
G-106;2012;2;106;G;y;0;0;0;y;0;0;0
G-107;2009;1;107;G;y;0;0;1;y;0;1;0
G-107;2009;2;107;G;y;0;0;0;y;0;0;0
G-107;2010;1;107;G;y;0;0;0;y;0;0;0
G-107;2011;1;107;G;y;0;0;0;y;0;0;0
G-107;2011;2;107;G;y;0;0;0;y;0;0;0
G-107;2012;1;107;G;y;0;0;0;y;0;0;0
G-107;2012;2;107;G;y;0;0;0;y;0;0;0
G-108;2009;1;108;G;y;0;0;0;y;0;0;0
G-108;2009;2;108;G;y;0;0;0;y;0;0;0
G-108;2010;1;108;G;y;0;0;0;y;0;0;0
G-108;2011;1;108;G;y;0;0;0;y;0;0;0
G-108;2011;2;108;G;y;0;0;0;y;0;0;0
G-108;2012;1;108;G;y;0;0;0;y;0;0;0
G-108;2012;2;108;G;y;0;0;0;y;0;0;0
G-109;2009;1;109;G;y;0;0;0;y;0;1;0
G-109;2009;2;109;G;y;0;0;1;y;0;0;0
G-109;2010;1;109;G;y;0;0;0;y;0;1;0
G-109;2011;1;109;G;y;0;1;0;y;0;0;1
G-109;2011;2;109;G;y;0;1;0;y;0;0;1
G-109;2012;1;109;G;y;0;0;0;y;0;0;0
G-109;2012;2;109;G;y;0;0;0;y;0;0;0
G-11;2009;1;11;G;y;0;0;0;y;0;0;0
G-11;2009;2;11;G;y;0;0;0;y;0;0;0
G-11;2010;1;11;G;y;0;0;0;y;0;0;0
G-11;2011;1;11;G;y;0;0;0;n;NA;NA;NA
G-11;2011;2;11;G;y;0;0;0;y;0;0;0
G-11;2012;1;11;G;y;0;0;0;y;0;0;0
G-11;2012;2;11;G;y;0;0;0;y;0;0;0
G-110;2009;1;110;G;y;0;1;1;y;0;1;1
G-110;2009;2;110;G;y;0;1;1;y;0;1;0
G-110;2010;1;110;G;y;0;1;1;y;0;0;1
G-110;2011;1;110;G;y;0;1;0;y;0;0;1
G-110;2011;2;110;G;y;0;1;0;y;0;0;1
G-110;2012;1;110;G;y;0;1;0;y;0;0;1
G-110;2012;2;110;G;y;0;1;0;y;0;0;1
G-111;2009;1;111;G;y;0;0;0;y;0;0;0
G-111;2009;2;111;G;y;0;0;0;y;0;0;0
G-111;2010;1;111;G;y;0;0;0;n;NA;NA;NA
G-111;2011;1;111;G;y;0;0;0;n;NA;NA;NA
G-111;2011;2;111;G;y;0;0;0;y;0;0;0
G-111;2012;1;111;G;y;0;0;0;y;0;0;0
G-111;2012;2;111;G;y;0;0;0;y;0;0;0
G-113;2009;1;113;G;y;0;0;0;y;0;0;0
G-113;2009;2;113;G;y;0;0;0;y;0;0;0
G-113;2010;1;113;G;y;0;0;0;y;0;0;0
G-113;2011;1;113;G;y;0;0;0;n;NA;NA;NA
G-113;2011;2;113;G;y;0;0;0;y;0;0;0
G-113;2012;1;113;G;y;0;0;0;y;0;0;0
G-113;2012;2;113;G;y;0;0;0;y;0;0;0
G-115;2009;1;115;G;y;0;0;0;y;0;0;0
G-115;2009;2;115;G;y;0;0;0;y;0;0;0
G-115;2010;1;115;G;y;0;0;0;y;0;0;0
G-115;2011;1;115;G;y;0;0;0;y;0;0;0
G-115;2011;2;115;G;y;0;0;0;y;0;0;0
G-115;2012;1;115;G;y;0;0;0;y;0;0;0
G-115;2012;2;115;G;y;0;0;0;y;0;0;0
G-116;2009;1;116;G;y;0;0;1;y;0;1;0
G-116;2009;2;116;G;y;0;0;1;y;0;1;0
G-116;2010;1;116;G;y;0;0;1;y;0;0;0
G-116;2011;1;116;G;y;0;0;0;y;0;0;0
G-116;2011;2;116;G;y;0;0;0;y;0;0;0
G-116;2012;1;116;G;y;0;0;0;y;0;0;0
G-116;2012;2;116;G;y;0;0;0;y;0;0;0
G-117;2009;1;117;G;y;0;0;0;y;0;0;0
G-117;2009;2;117;G;y;0;0;1;y;0;1;0
G-117;2010;1;117;G;y;0;0;0;y;0;0;0
G-117;2011;1;117;G;y;0;0;0;y;0;0;0
G-117;2011;2;117;G;y;0;0;0;y;0;0;0
G-117;2012;1;117;G;y;0;0;0;y;0;0;0
G-117;2012;2;117;G;y;0;0;0;y;0;0;0
G-118;2009;1;118;G;y;0;0;0;y;0;1;0
G-118;2009;2;118;G;y;0;0;0;y;0;0;0
G-118;2010;1;118;G;y;0;0;0;y;0;0;0
G-118;2011;1;118;G;y;0;0;0;n;NA;NA;NA
G-118;2011;2;118;G;y;0;0;0;y;0;0;0
G-118;2012;1;118;G;y;0;0;0;y;0;0;0
G-118;2012;2;118;G;y;0;0;0;y;0;0;0
G-119;2009;1;119;G;y;0;0;0;y;0;0;0
G-119;2009;2;119;G;y;0;0;1;y;0;0;0
G-119;2010;1;119;G;y;0;0;0;y;0;0;0
G-119;2011;1;119;G;y;0;0;0;n;NA;NA;NA
G-119;2011;2;119;G;y;0;0;0;y;0;0;0
G-119;2012;1;119;G;y;0;0;0;y;0;0;0
G-119;2012;2;119;G;y;0;0;0;y;0;0;0
G-12;2009;1;12;G;y;0;0;0;y;1;0;0
G-12;2009;2;12;G;y;1;0;0;y;0;0;0
G-12;2010;1;12;G;y;0;0;0;y;0;0;0
G-12;2011;1;12;G;y;0;0;0;y;1;0;0
G-12;2011;2;12;G;y;1;0;0;y;0;0;0
G-12;2012;1;12;G;y;0;0;0;y;1;0;0
G-12;2012;2;12;G;y;0;0;0;y;1;0;0
G-120;2009;1;120;G;y;0;0;0;y;0;0;0
G-120;2009;2;120;G;y;0;0;0;y;0;0;0
G-120;2010;1;120;G;y;0;0;0;y;0;0;0
G-120;2011;1;120;G;y;0;0;0;y;0;0;0
G-120;2011;2;120;G;y;0;0;0;y;0;0;0
G-120;2012;1;120;G;y;0;0;0;y;0;0;0
G-120;2012;2;120;G;y;0;0;0;y;0;0;0
G-121;2009;1;121;G;y;0;0;0;y;0;0;0
G-121;2009;2;121;G;y;0;0;1;y;0;0;0
G-121;2010;1;121;G;y;0;0;0;y;0;0;0
G-121;2011;1;121;G;y;0;0;0;y;0;0;0
G-121;2011;2;121;G;y;0;0;0;y;0;0;0
G-121;2012;1;121;G;y;0;0;0;y;0;0;0
G-121;2012;2;121;G;y;0;0;0;y;0;0;0
G-122;2009;1;122;G;y;0;0;1;y;0;1;0
G-122;2009;2;122;G;y;0;0;1;y;0;1;0
G-122;2010;1;122;G;y;0;0;1;y;0;1;0
G-122;2011;1;122;G;y;0;0;1;y;0;1;0
G-122;2011;2;122;G;y;0;0;1;y;0;1;0
G-122;2012;1;122;G;y;0;0;1;y;0;1;0
G-122;2012;2;122;G;y;0;0;1;y;0;1;0
G-122A;2011;1;122A;G;y;0;0;1;y;0;1;0
G-122A;2011;2;122A;G;y;0;0;1;y;0;1;0
G-122A;2012;1;122A;G;y;0;0;0;y;0;0;0
G-122A;2012;2;122A;G;y;0;0;0;y;0;0;0
G-123;2009;1;123;G;y;0;0;0;y;0;0;0
G-123;2009;2;123;G;y;0;0;0;y;0;0;0
G-123;2010;1;123;G;y;0;0;0;y;0;0;0
G-123;2011;1;123;G;y;0;0;0;n;NA;NA;NA
G-123;2011;2;123;G;y;0;0;0;y;0;0;0
G-123;2012;1;123;G;y;0;0;0;y;0;0;0
G-123;2012;2;123;G;y;0;0;0;y;0;0;0
G-13;2009;1;13;G;y;1;0;0;y;1;0;0
G-13;2009;2;13;G;y;1;0;0;y;0;0;0
G-13;2010;1;13;G;y;0;0;0;y;0;0;0
G-13;2011;1;13;G;y;1;0;0;y;1;0;0
G-13;2011;2;13;G;y;1;0;0;y;1;0;0
G-13;2012;1;13;G;y;0;0;0;y;1;0;0
G-13;2012;2;13;G;y;1;0;0;y;1;0;0
G-14;2009;1;14;G;y;0;0;0;y;0;0;0
G-14;2009;2;14;G;y;0;0;0;y;0;0;0
G-14;2010;1;14;G;y;0;0;0;y;0;0;0
G-14;2011;1;14;G;y;0;0;0;n;NA;NA;NA
G-14;2011;2;14;G;y;0;0;0;y;0;0;0
G-14;2012;1;14;G;y;0;0;0;y;0;0;0
G-14;2012;2;14;G;y;0;0;0;y;0;0;0
G-15;2009;1;15;G;y;0;0;0;y;0;0;0
G-15;2009;2;15;G;y;0;0;0;y;0;0;0
G-15;2010;1;15;G;y;0;0;0;y;0;0;0
G-15;2011;1;15;G;y;0;0;0;n;NA;NA;NA
G-15;2011;2;15;G;y;0;0;0;y;0;0;0
G-15;2012;1;15;G;y;0;0;0;y;0;0;0
G-15;2012;2;15;G;y;0;0;0;y;0;0;0
G-16;2009;1;16;G;y;0;0;0;y;0;0;0
G-16;2009;2;16;G;y;0;0;0;y;0;0;0
G-16;2010;1;16;G;y;0;0;0;y;0;0;0
G-16;2011;1;16;G;y;0;0;0;y;1;0;0
G-16;2011;2;16;G;y;1;0;0;y;1;0;0
G-16;2012;1;16;G;y;1;0;0;y;1;0;0
G-16;2012;2;16;G;y;1;0;0;y;1;0;0
G-17;2009;1;17;G;y;0;0;0;y;0;0;0
G-17;2009;2;17;G;y;0;0;0;y;0;0;0
G-17;2010;1;17;G;y;0;0;0;y;0;0;0
G-17;2011;1;17;G;y;0;0;0;y;0;0;0
G-17;2011;2;17;G;y;0;0;0;y;0;0;0
G-17;2012;1;17;G;y;0;0;0;y;0;0;0
G-17;2012;2;17;G;y;0;0;0;y;0;0;0
G-18;2009;1;18;G;y;0;0;0;y;0;0;0
G-18;2009;2;18;G;y;0;0;0;y;0;0;0
G-18;2010;1;18;G;y;1;0;0;y;1;0;0
G-18;2011;1;18;G;y;1;0;1;y;1;0;0
G-18;2011;2;18;G;y;0;0;0;y;1;0;0
G-18;2012;1;18;G;y;0;0;0;y;0;0;0
G-18;2012;2;18;G;y;0;0;0;y;0;0;0
G-19;2009;1;19;G;y;0;0;0;y;0;0;0
G-19;2009;2;19;G;y;0;0;0;y;0;0;0
G-19;2010;1;19;G;y;0;0;0;y;0;0;0
G-19;2011;1;19;G;y;0;0;0;n;NA;NA;NA
G-19;2011;2;19;G;y;0;0;0;y;0;0;0
G-19;2012;2;19;G;y;0;0;0;y;0;0;0
G-2;2009;1;2;G;y;1;0;0;y;1;0;0
G-2;2009;2;2;G;y;1;0;0;y;0;0;0
G-2;2010;1;2;G;y;1;0;0;y;1;0;0
G-2;2011;1;2;G;y;1;0;0;y;1;0;0
G-2;2011;2;2;G;y;1;0;0;y;1;0;0
G-2;2012;1;2;G;y;1;0;0;y;1;0;0
G-2;2012;2;2;G;y;1;0;0;y;1;0;0
G-20;2009;1;20;G;y;0;0;0;y;0;0;0
G-20;2009;2;20;G;y;0;0;0;y;0;0;0
G-20;2010;1;20;G;y;0;0;1;y;0;1;0
G-20;2011;1;20;G;y;0;0;1;y;0;1;0
G-20;2011;2;20;G;y;0;0;1;y;0;1;0
G-20;2012;1;20;G;y;0;0;1;y;0;1;0
G-20;2012;2;20;G;y;0;0;1;y;0;1;0
G-21;2009;1;21;G;y;0;0;0;y;0;1;0
G-21;2009;2;21;G;y;0;0;1;y;0;0;0
G-21;2010;1;21;G;y;0;0;1;y;0;1;0
G-21;2011;1;21;G;y;0;0;1;y;0;1;0
G-21;2011;2;21;G;y;0;0;1;y;0;1;0
G-21;2012;1;21;G;y;0;0;1;y;0;1;0
G-21;2012;2;21;G;y;0;0;1;y;0;1;0
G-22;2009;1;22;G;y;0;0;0;y;0;0;0
G-22;2009;2;22;G;y;0;0;0;y;0;0;0
G-22;2010;1;22;G;y;0;0;0;y;0;0;0
G-22;2011;1;22;G;y;0;0;0;y;0;0;0
G-22;2011;2;22;G;y;0;0;0;y;0;0;0
G-22;2012;1;22;G;y;0;0;0;y;0;0;0
G-22;2012;2;22;G;y;0;0;0;y;0;0;0
G-23;2009;1;23;G;y;0;0;0;y;0;0;0
G-23;2009;2;23;G;y;0;0;0;y;0;0;0
G-23;2010;1;23;G;y;0;0;0;y;0;0;0
G-23;2011;1;23;G;y;0;0;0;y;0;0;0
G-23;2011;2;23;G;y;0;0;0;y;0;0;0
G-23;2012;1;23;G;y;0;0;0;y;0;0;0
G-23;2012;2;23;G;y;0;0;0;y;0;0;0
G-24;2009;1;24;G;y;0;0;0;y;0;0;0
G-24;2009;2;24;G;y;0;0;0;y;0;0;0
G-24;2010;1;24;G;y;0;0;0;y;0;0;0
G-24;2011;1;24;G;y;0;0;0;y;0;0;0
G-24;2011;2;24;G;y;0;0;0;y;0;0;0
G-24;2012;1;24;G;y;0;0;0;y;0;0;0
G-24;2012;2;24;G;y;0;0;0;y;0;0;0
G-25;2009;1;25;G;y;0;0;0;y;0;0;0
G-25;2010;1;25;G;y;0;0;0;n;NA;NA;NA
G-25;2011;1;25;G;y;0;0;0;n;NA;NA;NA
G-25;2011;2;25;G;y;0;0;0;n;NA;NA;NA
G-25;2012;2;25;G;y;0;0;0;y;0;0;0
G-26;2009;1;26;G;y;0;0;0;y;0;0;0
G-26;2010;1;26;G;y;0;0;0;n;NA;NA;NA
G-26;2011;1;26;G;y;0;0;0;n;NA;NA;NA
G-26;2011;2;26;G;y;0;0;0;n;NA;NA;NA
G-26;2012;2;26;G;y;0;0;0;y;0;0;0
G-27;2009;1;27;G;y;0;0;0;y;0;0;0
G-27;2009;2;27;G;y;0;0;0;y;0;0;0
G-27;2010;1;27;G;y;0;0;0;y;0;0;0
G-27;2011;1;27;G;y;0;0;0;y;0;0;0
G-27;2011;2;27;G;y;0;0;0;y;0;0;0
G-27;2012;1;27;G;y;0;0;0;y;0;0;0
G-27;2012;2;27;G;y;0;0;0;y;0;0;0
G-28;2009;1;28;G;y;0;0;0;y;0;0;0
G-28;2009;2;28;G;y;0;0;0;y;0;0;0
G-28;2010;1;28;G;y;0;0;0;y;0;0;0
G-28;2011;1;28;G;y;0;0;0;y;0;0;0
G-28;2011;2;28;G;y;0;0;0;y;0;0;0
G-28;2012;1;28;G;y;0;0;0;y;0;0;0
G-28;2012;2;28;G;y;0;0;0;y;0;0;0
G-29;2009;1;29;G;y;0;0;0;y;0;0;0
G-29;2010;1;29;G;y;0;0;0;n;NA;NA;NA
G-29;2011;1;29;G;y;0;0;0;n;NA;NA;NA
G-29;2011;2;29;G;y;0;0;0;n;NA;NA;NA
G-29A;2009;1;29A;G;y;0;0;0;y;0;0;0
G-29A;2009;2;29A;G;y;0;0;0;y;0;0;0
G-29A;2010;1;29A;G;y;0;0;0;y;0;0;0
G-29A;2011;1;29A;G;y;0;0;1;y;0;1;0
G-29A;2011;2;29A;G;y;0;0;0;y;0;0;0
G-29A;2012;1;29A;G;y;0;0;0;y;0;0;0
G-29A;2012;2;29A;G;y;0;0;1;y;0;1;0
G-3;2009;1;3;G;y;1;0;0;y;1;0;0
G-3;2009;2;3;G;y;1;0;0;y;0;0;0
G-3;2010;1;3;G;y;0;0;0;y;1;0;0
G-3;2011;1;3;G;y;1;0;0;y;1;0;0
G-3;2011;2;3;G;y;0;0;0;y;1;0;0
G-3;2012;1;3;G;y;0;0;0;y;0;0;0
G-3;2012;2;3;G;y;0;0;0;y;0;0;0
G-30;2009;1;30;G;y;0;0;0;y;0;0;0
G-30;2009;2;30;G;y;0;0;0;y;0;0;0
G-30;2010;1;30;G;y;0;0;0;y;0;0;0
G-30;2011;1;30;G;y;0;0;0;y;0;0;0
G-30;2011;2;30;G;y;0;0;0;y;0;0;0
G-30;2012;1;30;G;y;0;0;0;y;0;0;0
G-30;2012;2;30;G;y;0;0;0;y;0;0;0
G-31;2009;1;31;G;y;0;0;0;y;0;0;0
G-31;2009;2;31;G;y;0;0;0;y;0;0;0
G-31;2010;1;31;G;y;0;0;0;n;NA;NA;NA
G-31;2011;1;31;G;y;0;0;0;n;NA;NA;NA
G-31;2011;2;31;G;y;0;0;0;y;0;0;0
G-31;2012;1;31;G;y;0;0;0;y;0;0;0
G-31;2012;2;31;G;y;0;0;0;y;0;0;0
G-32;2009;1;32;G;y;0;0;0;y;0;0;0
G-32;2010;1;32;G;y;0;0;0;n;NA;NA;NA
G-32;2011;1;32;G;y;0;0;0;n;NA;NA;NA
G-32;2011;2;32;G;y;0;0;0;n;NA;NA;NA
G-32;2012;2;32;G;y;0;0;0;y;0;0;0
G-33;2009;1;33;G;y;0;0;0;y;0;0;0
G-33;2009;2;33;G;y;0;0;0;y;0;0;0
G-33;2010;1;33;G;y;0;0;0;y;0;0;0
G-33;2011;1;33;G;y;0;0;0;y;0;1;0
G-33;2011;2;33;G;y;1;0;0;y;0;0;0
G-33;2012;1;33;G;y;0;0;0;y;0;0;0
G-33;2012;2;33;G;y;0;0;0;y;0;0;0
G-34;2009;1;34;G;y;0;0;0;y;0;0;0
G-34;2009;2;34;G;y;0;0;0;y;0;0;0
G-34;2010;1;34;G;y;0;0;0;y;0;0;0
G-34;2011;1;34;G;y;0;0;0;y;0;1;0
G-34;2011;2;34;G;y;1;0;0;y;0;0;0
G-34;2012;1;34;G;y;0;0;0;y;0;0;0
G-34;2012;2;34;G;y;0;0;0;y;0;0;0
G-36;2009;1;36;G;y;0;0;0;y;0;0;0
G-36;2009;2;36;G;y;0;0;0;y;0;0;0
G-36;2010;1;36;G;y;0;0;1;y;0;1;0
G-36;2011;1;36;G;y;0;0;0;y;0;1;0
G-36;2011;2;36;G;y;0;0;0;y;0;1;0
G-36;2012;1;36;G;y;0;0;1;y;1;1;0
G-36;2012;2;36;G;y;0;0;1;y;0;1;0
G-37;2009;1;37;G;y;0;0;0;y;0;0;0
G-37;2009;2;37;G;y;0;0;0;y;0;0;0
G-37;2010;1;37;G;y;0;0;0;y;0;0;0
G-37;2011;1;37;G;y;0;0;0;y;0;0;0
G-37;2011;2;37;G;y;1;0;0;y;1;1;0
G-37;2012;1;37;G;y;0;0;0;y;1;1;0
G-37;2012;2;37;G;y;1;0;1;y;0;1;0
G-38;2009;1;38;G;y;0;0;0;y;0;0;0
G-38;2009;2;38;G;y;0;0;0;y;0;0;0
G-38;2010;1;38;G;y;0;0;0;y;0;0;0
G-38;2011;1;38;G;y;0;0;0;y;1;0;0
G-38;2011;2;38;G;y;0;0;0;y;0;0;0
G-38;2012;1;38;G;y;0;0;0;y;0;0;0
G-38;2012;2;38;G;y;1;0;0;y;0;0;0
G-39;2009;1;39;G;y;0;0;0;y;0;0;0
G-39;2009;2;39;G;y;0;0;0;y;0;0;0
G-39;2010;1;39;G;y;0;0;0;y;0;0;0
G-39;2011;1;39;G;y;0;0;0;y;0;0;0
G-39;2011;2;39;G;y;0;0;0;y;0;0;0
G-39;2012;1;39;G;y;0;0;0;y;0;0;0
G-39;2012;2;39;G;y;0;0;0;y;0;0;0
G-3A;2010;1;3A;G;y;0;0;0;n;NA;NA;NA
G-3A;2012;1;3A;G;y;0;0;0;y;0;0;0
G-3A;2012;2;3A;G;y;0;0;0;y;0;0;0
G-4;2009;1;4;G;y;0;0;0;y;0;0;0
G-4;2009;2;4;G;y;0;0;0;y;0;0;0
G-4;2010;1;4;G;y;0;0;0;y;1;0;0
G-4;2011;1;4;G;y;0;0;0;y;1;0;0
G-4;2011;2;4;G;y;0;0;0;y;1;0;0
G-4;2012;1;4;G;y;0;0;0;y;0;0;0
G-4;2012;2;4;G;y;0;0;0;y;0;0;0
G-40;2009;1;40;G;y;0;0;0;y;0;0;0
G-40;2009;2;40;G;y;0;0;1;y;0;0;0
G-40;2010;1;40;G;y;0;0;0;y;0;0;0
G-40;2011;1;40;G;y;0;0;0;y;0;0;0
G-40;2011;2;40;G;y;0;0;0;y;0;0;0
G-40;2012;1;40;G;y;0;0;0;y;0;0;0
G-40;2012;2;40;G;y;0;0;0;y;0;0;0
G-41;2009;1;41;G;y;0;0;0;y;0;0;0
G-41;2009;2;41;G;y;0;0;0;y;0;0;0
G-41;2010;1;41;G;y;0;0;0;y;0;0;0
G-41;2011;1;41;G;y;0;0;0;y;0;0;0
G-41;2011;2;41;G;y;0;0;0;y;0;0;0
G-41;2012;1;41;G;y;0;0;0;y;0;1;0
G-41;2012;2;41;G;y;0;0;0;y;0;0;0
G-42;2009;1;42;G;y;1;0;0;y;1;0;0
G-42;2009;2;42;G;y;1;0;0;y;1;0;0
G-42;2010;1;42;G;y;0;0;0;y;1;0;0
G-42;2011;1;42;G;y;1;0;0;y;1;0;0
G-42;2011;2;42;G;y;1;0;0;y;1;0;0
G-42;2012;1;42;G;y;1;0;0;y;1;0;0
G-42;2012;2;42;G;y;1;0;0;y;0;0;0
G-43;2009;1;43;G;y;1;0;0;y;1;0;0
G-43;2009;2;43;G;y;1;0;0;y;1;0;0
G-43;2010;1;43;G;y;1;0;0;y;1;0;0
G-43;2011;1;43;G;y;1;0;0;y;1;0;0
G-43;2011;2;43;G;y;0;0;1;y;1;0;0
G-43;2012;1;43;G;y;1;0;0;y;1;0;0
G-43;2012;2;43;G;y;1;0;0;y;1;0;0
G-44;2009;1;44;G;y;1;0;0;y;1;0;0
G-44;2009;2;44;G;y;0;0;0;y;0;0;0
G-44;2010;1;44;G;y;1;0;0;y;0;0;0
G-44;2011;1;44;G;y;0;0;0;y;0;0;0
G-44;2011;2;44;G;y;0;0;1;y;0;0;0
G-44;2012;1;44;G;y;0;0;0;y;0;0;0
G-44;2012;2;44;G;y;0;0;0;y;0;0;0
G-45;2009;1;45;G;y;1;0;0;y;0;0;0
G-45;2009;2;45;G;y;1;0;0;y;1;0;0
G-45;2010;1;45;G;y;1;0;0;y;1;0;0
G-45;2011;1;45;G;y;1;0;0;y;1;0;0
G-45;2011;2;45;G;y;1;0;1;y;1;0;0
G-45;2012;1;45;G;y;1;0;0;y;1;0;0
G-45;2012;2;45;G;y;1;0;0;y;1;0;0
G-46;2009;1;46;G;y;0;0;0;y;0;0;0
G-46;2009;2;46;G;y;0;0;0;y;0;0;0
G-46;2010;1;46;G;y;0;0;0;y;0;0;0
G-46;2011;1;46;G;y;0;0;0;y;1;0;0
G-46;2011;2;46;G;y;0;0;0;y;0;0;0
G-46;2012;1;46;G;y;0;0;0;y;0;0;0
G-46;2012;2;46;G;y;0;0;0;y;0;0;0
G-47;2009;1;47;G;y;0;0;0;y;0;0;0
G-47;2009;2;47;G;y;1;0;1;y;1;0;0
G-47;2010;1;47;G;y;0;0;1;y;0;1;0
G-47;2011;1;47;G;y;1;0;1;y;0;1;0
G-47;2011;2;47;G;y;0;0;1;y;0;1;0
G-47;2012;1;47;G;y;1;0;1;y;1;1;0
G-47;2012;2;47;G;y;0;0;1;y;0;1;0
G-48;2009;1;48;G;y;1;0;0;y;1;0;0
G-48;2009;2;48;G;y;1;0;0;y;1;0;0
G-48;2010;1;48;G;y;0;0;0;y;0;0;0
G-48;2011;1;48;G;y;0;0;0;y;0;1;0
G-48;2011;2;48;G;y;0;0;1;y;0;1;0
G-48;2012;1;48;G;y;1;0;1;y;0;1;0
G-48;2012;2;48;G;y;0;0;0;y;0;0;0
G-49;2009;1;49;G;y;1;0;0;y;1;0;0
G-49;2009;2;49;G;y;1;0;0;y;0;0;0
G-49;2010;1;49;G;y;0;0;0;y;0;0;0
G-49;2011;1;49;G;y;0;0;0;y;1;1;0
G-49;2011;2;49;G;y;0;0;1;y;0;0;0
G-49;2012;1;49;G;y;0;0;0;y;0;0;0
G-49;2012;2;49;G;y;0;0;0;y;0;1;0
G-5;2009;1;5;G;y;1;0;0;y;1;0;0
G-5;2009;2;5;G;y;1;0;0;y;1;0;0
G-5;2010;1;5;G;y;1;0;0;y;0;0;0
G-5;2011;1;5;G;y;1;0;0;y;1;0;0
G-5;2011;2;5;G;y;1;0;0;y;1;0;0
G-5;2012;1;5;G;y;1;0;0;y;1;0;0
G-5;2012;2;5;G;y;1;0;0;y;1;0;0
G-50;2009;1;50;G;y;0;0;0;y;0;0;0
G-50;2009;2;50;G;y;0;0;0;y;0;0;0
G-50;2010;1;50;G;y;0;0;0;y;0;0;0
G-50;2011;1;50;G;y;0;0;0;y;0;0;0
G-50;2011;2;50;G;y;0;0;0;y;0;0;0
G-50;2012;1;50;G;y;0;0;0;y;0;0;0
G-50;2012;2;50;G;y;0;0;0;y;0;0;0
G-51;2009;1;51;G;y;0;0;0;y;0;0;0
G-51;2009;2;51;G;y;1;0;0;y;0;0;0
G-51;2010;1;51;G;y;0;0;0;y;0;0;0
G-51;2011;1;51;G;y;0;0;0;y;0;0;0
G-51;2011;2;51;G;y;0;0;0;y;0;0;0
