"day","month","year","sample","island","pool","plants","water","poolname","plants_rank"
8,8,2013,2,"F","1",5,NA,"F-1",2
8,8,2013,2,"F","2",100,NA,"F-2",7
8,8,2013,2,"F","3",5,NA,"F-3",2
8,8,2013,2,"F","4",0,NA,"F-4",1
8,8,2013,2,"F","5",25,NA,"F-5",3
8,8,2013,2,"F","6",50,NA,"F-6",4
8,8,2013,2,"F","7",50,NA,"F-7",4
8,8,2013,2,"F","8",5,NA,"F-8",2
8,8,2013,2,"F","9",75,NA,"F-9",5
8,8,2013,2,"F","10",0,NA,"F-10",1
8,8,2013,2,"F","11",25,NA,"F-11",3
8,8,2013,2,"F","12",0,NA,"F-12",1
2,8,2013,2,"FO","1",5,NA,"FO-1",2
2,8,2013,2,"FO","2",5,NA,"FO-2",2
2,8,2013,2,"FO","3",0,NA,"FO-3",1
2,8,2013,2,"FO","4",25,NA,"FO-4",3
2,8,2013,2,"FO","5",5,NA,"FO-5",2
2,8,2013,2,"FO","6",0,NA,"FO-6",1
2,8,2013,2,"FO","7",5,NA,"FO-7",2
2,8,2013,2,"FO","8",5,NA,"FO-8",2
2,8,2013,2,"FO","9",0,NA,"FO-9",1
2,8,2013,2,"FO","10",0,NA,"FO-10",1
2,8,2013,2,"FO","11",0,NA,"FO-11",1
2,8,2013,2,"FO","12",5,NA,"FO-12",2
2,8,2013,2,"FO","13",0,NA,"FO-13",1
2,8,2013,2,"FO","14",5,NA,"FO-14",2
2,8,2013,2,"FO","15",0,NA,"FO-15",1
2,8,2013,2,"FO","16",0,NA,"FO-16",1
2,8,2013,2,"FO","17",5,NA,"FO-17",2
2,8,2013,2,"FO","18",0,NA,"FO-18",1
2,8,2013,2,"FO","18A",25,NA,"FO-18A",3
2,8,2013,2,"FO","19",25,NA,"FO-19",3
2,8,2013,2,"FO","19A",0,NA,"FO-19A",1
2,8,2013,2,"FO","20",0,NA,"FO-20",1
2,8,2013,2,"FO","21",50,NA,"FO-21",4
2,8,2013,2,"FO","21A",100,NA,"FO-21A",7
2,8,2013,2,"FO","22",50,NA,"FO-22",4
2,8,2013,2,"FS","1",5,NA,"FS-1",2
2,8,2013,2,"FS","2",5,NA,"FS-2",2
2,8,2013,2,"FS","3",5,NA,"FS-3",2
2,8,2013,2,"FS","4",75,NA,"FS-4",5
2,8,2013,2,"FS","5",25,NA,"FS-5",3
2,8,2013,2,"FS","6",5,NA,"FS-6",2
2,8,2013,2,"FS","6A",0,NA,"FS-6A",1
2,8,2013,2,"FS","7",50,NA,"FS-7",4
2,8,2013,2,"FS","8",0,NA,"FS-8",1
2,8,2013,2,"FS","9",75,NA,"FS-9",5
2,8,2013,2,"FS","10",50,NA,"FS-10",4
2,8,2013,2,"FS","11",50,NA,"FS-11",4
2,8,2013,2,"FS","12",25,NA,"FS-12",3
2,8,2013,2,"FS","13",0,NA,"FS-13",1
2,8,2013,2,"FS","14",0,NA,"FS-14",1
2,8,2013,2,"FS","15",0,NA,"FS-15",1
2,8,2013,2,"FS","16",50,NA,"FS-16",4
2,8,2013,2,"FS","17",0,NA,"FS-17",1
2,8,2013,2,"FS","18",0,NA,"FS-18",1
2,8,2013,2,"FS","19",0,NA,"FS-19",1
2,8,2013,2,"FS","20",0,NA,"FS-20",1
2,8,2013,2,"FS","21",5,NA,"FS-21",2
2,8,2013,2,"FS","22",0,NA,"FS-22",1
2,8,2013,2,"FS","23",0,NA,"FS-23",1
2,8,2013,2,"FS","24",0,NA,"FS-24",1
2,8,2013,2,"FS","25",0,NA,"FS-25",1
2,8,2013,2,"FS","26",0,NA,"FS-26",1
2,8,2013,2,"FS","27",5,NA,"FS-27",2
2,8,2013,2,"FS","28",75,NA,"FS-28",5
2,8,2013,2,"FS","29",25,NA,"FS-29",3
2,8,2013,2,"FS","30",25,NA,"FS-30",3
2,8,2013,2,"FS","31",50,NA,"FS-31",4
2,8,2013,2,"FS","32",0,NA,"FS-32",1
2,8,2013,2,"FS","33",0,NA,"FS-33",1
5,8,2013,2,"FSS","1",0,NA,"FSS-1",1
5,8,2013,2,"FSS","2",0,NA,"FSS-2",1
5,8,2013,2,"FSS","3",0,NA,"FSS-3",1
5,8,2013,2,"FSS","4",0,NA,"FSS-4",1
5,8,2013,2,"FSS","5",0,NA,"FSS-5",1
5,8,2013,2,"FSS","6",0,NA,"FSS-6",1
5,8,2013,2,"FSS","7",0,NA,"FSS-7",1
5,8,2013,2,"FSS","8",0,NA,"FSS-8",1
5,8,2013,2,"FSS","9",0,NA,"FSS-9",1
5,8,2013,2,"FSS","10",0,NA,"FSS-10",1
5,8,2013,2,"FSS","11",0,NA,"FSS-11",1
5,8,2013,2,"FSS","12",0,NA,"FSS-12",1
5,8,2013,2,"FSS","13",0,NA,"FSS-13",1
5,8,2013,2,"FSS","14",0,NA,"FSS-14",1
5,8,2013,2,"FSS","15",0,NA,"FSS-15",1
5,8,2013,2,"FSS","16",5,NA,"FSS-16",2
5,8,2013,2,"FSS","17",5,NA,"FSS-17",2
5,8,2013,2,"FSS","18",25,NA,"FSS-18",3
5,8,2013,2,"FW","1",0,NA,"FW-1",1
4,8,2013,2,"G","1",5,NA,"G-1",2
4,8,2013,2,"G","2",5,NA,"G-2",2
4,8,2013,2,"G","3",5,NA,"G-3",2
4,8,2013,2,"G","3A",5,NA,"G-3A",2
4,8,2013,2,"G","4",0,NA,"G-4",1
4,8,2013,2,"G","5",0,NA,"G-5",1
4,8,2013,2,"G","5A",25,NA,"G-5A",3
4,8,2013,2,"G","6",50,NA,"G-6",4
4,8,2013,2,"G","7",0,NA,"G-7",1
4,8,2013,2,"G","8",0,NA,"G-8",1
4,8,2013,2,"G","9",0,NA,"G-9",1
4,8,2013,2,"G","10",0,NA,"G-10",1
4,8,2013,2,"G","11",0,NA,"G-11",1
4,8,2013,2,"G","12",0,NA,"G-12",1
4,8,2013,2,"G","12A",0,NA,"G-12A",1
4,8,2013,2,"G","13",0,NA,"G-13",1
4,8,2013,2,"G","14",25,NA,"G-14",3
4,8,2013,2,"G","15",5,NA,"G-15",2
4,8,2013,2,"G","16",25,NA,"G-16",3
4,8,2013,2,"G","17",5,NA,"G-17",2
4,8,2013,2,"G","18",0,NA,"G-18",1
4,8,2013,2,"G","19",0,NA,"G-19",1
4,8,2013,2,"G","20",5,NA,"G-20",2
4,8,2013,2,"G","21",5,NA,"G-21",2
4,8,2013,2,"G","22",0,NA,"G-22",1
4,8,2013,2,"G","23",0,NA,"G-23",1
4,8,2013,2,"G","24",0,NA,"G-24",1
4,8,2013,2,"G","25",5,NA,"G-25",2
4,8,2013,2,"G","26",5,NA,"G-26",2
4,8,2013,2,"G","27",0,NA,"G-27",1
4,8,2013,2,"G","28",0,NA,"G-28",1
4,8,2013,2,"G","29",5,NA,"G-29",2
4,8,2013,2,"G","29A",5,NA,"G-29A",2
4,8,2013,2,"G","30",5,NA,"G-30",2
4,8,2013,2,"G","31",0,NA,"G-31",1
4,8,2013,2,"G","32",25,NA,"G-32",3
4,8,2013,2,"G","33",5,NA,"G-33",2
4,8,2013,2,"G","34",25,NA,"G-34",3
4,8,2013,2,"G","35",5,NA,"G-35",2
4,8,2013,2,"G","36",25,NA,"G-36",3
4,8,2013,2,"G","37",25,NA,"G-37",3
4,8,2013,2,"G","37A",0,NA,"G-37A",1
4,8,2013,2,"G","37B",0,NA,"G-37B",1
4,8,2013,2,"G","38",0,NA,"G-38",1
4,8,2013,2,"G","39",0,NA,"G-39",1
4,8,2013,2,"G","40",0,NA,"G-40",1
4,8,2013,2,"G","41",5,NA,"G-41",2
4,8,2013,2,"G","42",0,NA,"G-42",1
4,8,2013,2,"G","43",5,NA,"G-43",2
4,8,2013,2,"G","44",5,NA,"G-44",2
4,8,2013,2,"G","45",5,NA,"G-45",2
4,8,2013,2,"G","46",5,NA,"G-46",2
4,8,2013,2,"G","47",5,NA,"G-47",2
4,8,2013,2,"G","48",0,NA,"G-48",1
4,8,2013,2,"G","49",0,NA,"G-49",1
4,8,2013,2,"G","50",0,NA,"G-50",1
4,8,2013,2,"G","50A",0,NA,"G-50A",1
4,8,2013,2,"G","51",0,NA,"G-51",1
4,8,2013,2,"G","52",0,NA,"G-52",1
4,8,2013,2,"G","53",0,NA,"G-53",1
4,8,2013,2,"G","54",5,NA,"G-54",2
4,8,2013,2,"G","55",5,NA,"G-55",2
4,8,2013,2,"G","56",50,NA,"G-56",4
4,8,2013,2,"G","57",25,NA,"G-57",3
4,8,2013,2,"G","58",75,NA,"G-58",5
4,8,2013,2,"G","59",25,NA,"G-59",3
4,8,2013,2,"G","60",25,NA,"G-60",3
4,8,2013,2,"G","61",0,NA,"G-61",1
4,8,2013,2,"G","61A",0,NA,"G-61A",1
4,8,2013,2,"G","62",5,NA,"G-62",2
4,8,2013,2,"G","63",25,NA,"G-63",3
4,8,2013,2,"G","64",5,NA,"G-64",2
4,8,2013,2,"G","65",5,NA,"G-65",2
4,8,2013,2,"G","66",5,NA,"G-66",2
4,8,2013,2,"G","67",5,NA,"G-67",2
4,8,2013,2,"G","68",0,NA,"G-68",1
4,8,2013,2,"G","69",0,NA,"G-69",1
4,8,2013,2,"G","70",0,NA,"G-70",1
4,8,2013,2,"G","71",5,NA,"G-71",2
4,8,2013,2,"G","72",5,NA,"G-72",2
4,8,2013,2,"G","73",0,NA,"G-73",1
4,8,2013,2,"G","74",0,NA,"G-74",1
4,8,2013,2,"G","75",0,NA,"G-75",1
4,8,2013,2,"G","76",0,NA,"G-76",1
4,8,2013,2,"G","77",0,NA,"G-77",1
4,8,2013,2,"G","78",0,NA,"G-78",1
4,8,2013,2,"G","79",0,NA,"G-79",1
4,8,2013,2,"G","80",0,NA,"G-80",1
4,8,2013,2,"G","81",0,NA,"G-81",1
4,8,2013,2,"G","82",0,NA,"G-82",1
4,8,2013,2,"G","83",0,NA,"G-83",1
4,8,2013,2,"G","84",0,NA,"G-84",1
4,8,2013,2,"G","85",0,NA,"G-85",1
4,8,2013,2,"G","86",5,NA,"G-86",2
4,8,2013,2,"G","87",0,NA,"G-87",1
4,8,2013,2,"G","88",0,NA,"G-88",1
4,8,2013,2,"G","89",5,NA,"G-89",2
4,8,2013,2,"G","90",0,NA,"G-90",1
4,8,2013,2,"G","91",0,NA,"G-91",1
4,8,2013,2,"G","92",100,NA,"G-92",7
4,8,2013,2,"G","93",75,NA,"G-93",5
4,8,2013,2,"G","94",95,NA,"G-94",6
4,8,2013,2,"G","95",75,NA,"G-95",5
4,8,2013,2,"G","96",75,NA,"G-96",5
4,8,2013,2,"G","97",25,NA,"G-97",3
4,8,2013,2,"G","98",0,NA,"G-98",1
4,8,2013,2,"G","99",5,NA,"G-99",2
4,8,2013,2,"G","100",5,NA,"G-100",2
4,8,2013,2,"G","101",0,NA,"G-101",1
4,8,2013,2,"G","102",5,NA,"G-102",2
4,8,2013,2,"G","103",0,NA,"G-103",1
4,8,2013,2,"G","104",0,NA,"G-104",1
4,8,2013,2,"G","105",0,NA,"G-105",1
4,8,2013,2,"G","106",0,NA,"G-106",1
4,8,2013,2,"G","107",0,NA,"G-107",1
4,8,2013,2,"G","108",0,NA,"G-108",1
4,8,2013,2,"G","109",25,NA,"G-109",3
4,8,2013,2,"G","110",25,NA,"G-110",3
4,8,2013,2,"G","111",5,NA,"G-111",2
4,8,2013,2,"G","111A",5,NA,"G-111A",2
4,8,2013,2,"G","112",0,NA,"G-112",1
4,8,2013,2,"G","113",5,NA,"G-113",2
4,8,2013,2,"G","114",25,NA,"G-114",3
4,8,2013,2,"G","115",0,NA,"G-115",1
4,8,2013,2,"G","116",0,NA,"G-116",1
4,8,2013,2,"G","117",0,NA,"G-117",1
4,8,2013,2,"G","118",0,NA,"G-118",1
4,8,2013,2,"G","119",5,NA,"G-119",2
4,8,2013,2,"G","120",0,NA,"G-120",1
4,8,2013,2,"G","121",0,NA,"G-121",1
4,8,2013,2,"G","122",0,NA,"G-122",1
4,8,2013,2,"G","122A",25,NA,"G-122A",3
4,8,2013,2,"G","123",0,NA,"G-123",1
4,8,2013,2,"G","124",0,NA,"G-124",1
4,8,2013,2,"G","125",5,NA,"G-125",2
4,8,2013,2,"G","126",0,NA,"G-126",1
4,8,2013,2,"G","127",0,NA,"G-127",1
5,8,2013,2,"K","1",0,NA,"K-1",1
5,8,2013,2,"K","2",0,NA,"K-2",1
5,8,2013,2,"K","3",0,NA,"K-3",1
5,8,2013,2,"K","4",0,NA,"K-4",1
5,8,2013,2,"K","5",0,NA,"K-5",1
5,8,2013,2,"K","6",0,NA,"K-6",1
5,8,2013,2,"K","7",0,NA,"K-7",1
5,8,2013,2,"K","8",0,NA,"K-8",1
5,8,2013,2,"K","9",0,NA,"K-9",1
5,8,2013,2,"K","10",0,NA,"K-10",1
5,8,2013,2,"K","11",0,NA,"K-11",1
5,8,2013,2,"K","12",5,NA,"K-12",2
5,8,2013,2,"K","13",5,NA,"K-13",2
5,8,2013,2,"K","14",5,NA,"K-14",2
5,8,2013,2,"K","15",5,NA,"K-15",2
5,8,2013,2,"K","16",0,NA,"K-16",1
5,8,2013,2,"K","17",5,NA,"K-17",2
5,8,2013,2,"K","18",0,NA,"K-18",1
5,8,2013,2,"LA","1",0,NA,"LA-1",1
5,8,2013,2,"LA","2",0,NA,"LA-2",1
5,8,2013,2,"LA","3",25,NA,"LA-3",3
5,8,2013,2,"LA","4",5,NA,"LA-4",2
5,8,2013,2,"LA","5",5,NA,"LA-5",2
5,8,2013,2,"LA","6",5,NA,"LA-6",2
5,8,2013,2,"LA","7",0,NA,"LA-7",1
5,8,2013,2,"LA","8",0,NA,"LA-8",1
5,8,2013,2,"LA","9",50,NA,"LA-9",4
5,8,2013,2,"LA","9A",0,NA,"LA-9A",1
5,8,2013,2,"LA","10",5,NA,"LA-10",2
5,8,2013,2,"LA","11",5,NA,"LA-11",2
5,8,2013,2,"LA","12",0,NA,"LA-12",1
5,8,2013,2,"LA","13",0,NA,"LA-13",1
5,8,2013,2,"LA","14",0,NA,"LA-14",1
5,8,2013,2,"LA","15",0,NA,"LA-15",1
5,8,2013,2,"LA","16",25,NA,"LA-16",3
5,8,2013,2,"LA","17",0,NA,"LA-17",1
5,8,2013,2,"LA","18",50,NA,"LA-18",4
5,8,2013,2,"LA","18A",25,NA,"LA-18A",3
5,8,2013,2,"LA","19",25,NA,"LA-19",3
5,8,2013,2,"LA","20",0,NA,"LA-20",1
5,8,2013,2,"LA","21",0,NA,"LA-21",1
5,8,2013,2,"LA","22",25,NA,"LA-22",3
5,8,2013,2,"LA","23",75,NA,"LA-23",5
5,8,2013,2,"LA","24",0,NA,"LA-24",1
5,8,2013,2,"LA","24A",0,NA,"LA-24A",1
5,8,2013,2,"LA","25",0,NA,"LA-25",1
5,8,2013,2,"LA","26",0,NA,"LA-26",1
5,8,2013,2,"LA","27",0,NA,"LA-27",1
5,8,2013,2,"LA","28",25,NA,"LA-28",3
5,8,2013,2,"LA","29",0,NA,"LA-29",1
5,8,2013,2,"LA","30",5,NA,"LA-30",2
5,8,2013,2,"LG","1",5,NA,"LG-1",2
5,8,2013,2,"LG","2",0,NA,"LG-2",1
5,8,2013,2,"LG","3",0,NA,"LG-3",1
5,8,2013,2,"LG","4",0,NA,"LG-4",1
5,8,2013,2,"LG","5",0,NA,"LG-5",1
5,8,2013,2,"LG","6",50,NA,"LG-6",4
5,8,2013,2,"LG","6A",25,NA,"LG-6A",3
5,8,2013,2,"LG","7",5,NA,"LG-7",2
5,8,2013,2,"LG","8",5,NA,"LG-8",2
5,8,2013,2,"LG","9",5,NA,"LG-9",2
5,8,2013,2,"LG","10",5,NA,"LG-10",2
5,8,2013,2,"LG","11",5,NA,"LG-11",2
5,8,2013,2,"LG","12",25,NA,"LG-12",3
5,8,2013,2,"LG","13",5,NA,"LG-13",2
5,8,2013,2,"LG","14",0,NA,"LG-14",1
5,8,2013,2,"LG","15",25,NA,"LG-15",3
5,8,2013,2,"LG","16",75,NA,"LG-16",5
5,8,2013,2,"LG","17",0,NA,"LG-17",1
5,8,2013,2,"LON","1",5,NA,"LON-1",2
5,8,2013,2,"LON","2",0,NA,"LON-2",1
5,8,2013,2,"LON","3",0,NA,"LON-3",1
5,8,2013,2,"LON","4",5,NA,"LON-4",2
5,8,2013,2,"LON","5",5,NA,"LON-5",2
5,8,2013,2,"LON","6",0,NA,"LON-6",1
5,8,2013,2,"LON","7",50,NA,"LON-7",4
5,8,2013,2,"LON","8",100,NA,"LON-8",7
5,8,2013,2,"LON","9",5,NA,"LON-9",2
5,8,2013,2,"LON","9A",0,NA,"LON-9A",1
5,8,2013,2,"LONA","1",0,NA,"LONA-1",1
5,8,2013,2,"LONA","2",0,NA,"LONA-2",1
3,8,2013,2,"M","1",50,NA,"M-1",4
3,8,2013,2,"M","2",0,NA,"M-2",1
3,8,2013,2,"M","3",100,NA,"M-3",7
3,8,2013,2,"M","4",0,NA,"M-4",1
3,8,2013,2,"M","5",5,NA,"M-5",2
3,8,2013,2,"M","6",0,NA,"M-6",1
3,8,2013,2,"M","7",25,NA,"M-7",3
3,8,2013,2,"M","8",0,NA,"M-8",1
3,8,2013,2,"M","9",0,NA,"M-9",1
3,8,2013,2,"M","10",0,NA,"M-10",1
3,8,2013,2,"M","11",0,NA,"M-11",1
3,8,2013,2,"M","12",0,NA,"M-12",1
3,8,2013,2,"M","13",5,NA,"M-13",2
3,8,2013,2,"M","14",0,NA,"M-14",1
3,8,2013,2,"M","14A",0,NA,"M-14A",1
3,8,2013,2,"M","15",0,NA,"M-15",1
3,8,2013,2,"M","16",0,NA,"M-16",1
3,8,2013,2,"M","17",5,NA,"M-17",2
3,8,2013,2,"M","18",0,NA,"M-18",1
3,8,2013,2,"M","19",0,NA,"M-19",1
3,8,2013,2,"M","20",100,NA,"M-20",7
3,8,2013,2,"M","21",5,NA,"M-21",2
3,8,2013,2,"M","22",0,NA,"M-22",1
3,8,2013,2,"M","23",25,NA,"M-23",3
3,8,2013,2,"M","23A",0,NA,"M-23A",1
3,8,2013,2,"M","24",0,NA,"M-24",1
3,8,2013,2,"M","25",0,NA,"M-25",1
3,8,2013,2,"M","25A",5,NA,"M-25A",2
3,8,2013,2,"M","26",0,NA,"M-26",1
3,8,2013,2,"M","27",0,NA,"M-27",1
3,8,2013,2,"M","28",0,NA,"M-28",1
3,8,2013,2,"M","29",5,NA,"M-29",2
3,8,2013,2,"M","30",0,NA,"M-30",1
3,8,2013,2,"M","30A",5,NA,"M-30A",2
3,8,2013,2,"M","31",0,NA,"M-31",1
3,8,2013,2,"M","32",0,NA,"M-32",1
3,8,2013,2,"M","33",0,NA,"M-33",1
3,8,2013,2,"M","34",0,NA,"M-34",1
3,8,2013,2,"M","35",0,NA,"M-35",1
3,8,2013,2,"M","36",0,NA,"M-36",1
3,8,2013,2,"M","36A",0,NA,"M-36A",1
3,8,2013,2,"M","37",0,NA,"M-37",1
3,8,2013,2,"M","38",0,NA,"M-38",1
3,8,2013,2,"M","39",25,NA,"M-39",3
3,8,2013,2,"M","40",0,NA,"M-40",1
3,8,2013,2,"M","41",5,NA,"M-41",2
3,8,2013,2,"M","42",0,NA,"M-42",1
3,8,2013,2,"M","43",5,NA,"M-43",2
3,8,2013,2,"M","44",0,NA,"M-44",1
3,8,2013,2,"M","45",5,NA,"M-45",2
3,8,2013,2,"M","46",0,NA,"M-46",1
3,8,2013,2,"M","47",0,NA,"M-47",1
3,8,2013,2,"M","48",0,NA,"M-48",1
3,8,2013,2,"M","49",0,NA,"M-49",1
3,8,2013,2,"M","50",0,NA,"M-50",1
3,8,2013,2,"M","51",0,NA,"M-51",1
3,8,2013,2,"M","52",0,NA,"M-52",1
3,8,2013,2,"M","53",25,NA,"M-53",3
3,8,2013,2,"M","54",5,NA,"M-54",2
3,8,2013,2,"M","55",5,NA,"M-55",2
3,8,2013,2,"M","56",5,NA,"M-56",2
3,8,2013,2,"M","57",0,NA,"M-57",1
3,8,2013,2,"M","58",0,NA,"M-58",1
3,8,2013,2,"M","59",0,NA,"M-59",1
3,8,2013,2,"M","60",0,NA,"M-60",1
3,8,2013,2,"M","61",0,NA,"M-61",1
3,8,2013,2,"M","62",0,NA,"M-62",1
3,8,2013,2,"M","63",0,NA,"M-63",1
3,8,2013,2,"M","63A",25,NA,"M-63A",3
3,8,2013,2,"M","64",0,NA,"M-64",1
3,8,2013,2,"M","65",0,NA,"M-65",1
3,8,2013,2,"M","66",5,NA,"M-66",2
3,8,2013,2,"M","67",0,NA,"M-67",1
3,8,2013,2,"M","68",100,NA,"M-68",7
3,8,2013,2,"M","69",50,NA,"M-69",4
3,8,2013,2,"M","70",0,NA,"M-70",1
3,8,2013,2,"M","71",75,NA,"M-71",5
3,8,2013,2,"M","72",5,NA,"M-72",2
3,8,2013,2,"M","73",0,NA,"M-73",1
6,8,2013,2,"N","1",0,NA,"N-1",1
6,8,2013,2,"N","2",0,NA,"N-2",1
6,8,2013,2,"N","3",0,NA,"N-3",1
6,8,2013,2,"N","4",0,NA,"N-4",1
6,8,2013,2,"N","5",0,NA,"N-5",1
6,8,2013,2,"N","6",0,NA,"N-6",1
6,8,2013,2,"N","7",0,NA,"N-7",1
6,8,2013,2,"N","8",0,NA,"N-8",1
6,8,2013,2,"N","9",0,NA,"N-9",1
6,8,2013,2,"N","10",0,NA,"N-10",1
6,8,2013,2,"N","11",0,NA,"N-11",1
6,8,2013,2,"N","12",0,NA,"N-12",1
6,8,2013,2,"N","13",0,NA,"N-13",1
6,8,2013,2,"N","14",0,NA,"N-14",1
6,8,2013,2,"N","15",0,NA,"N-15",1
6,8,2013,2,"N","15A",0,NA,"N-15A",1
6,8,2013,2,"N","16",50,NA,"N-16",4
6,8,2013,2,"N","17",50,NA,"N-17",4
6,8,2013,2,"N","18",25,NA,"N-18",3
6,8,2013,2,"N","19",5,NA,"N-19",2
6,8,2013,2,"N","20",0,NA,"N-20",1
6,8,2013,2,"N","21",50,NA,"N-21",4
6,8,2013,2,"N","22",100,NA,"N-22",7
6,8,2013,2,"N","23",100,NA,"N-23",7
6,8,2013,2,"N","24",25,NA,"N-24",3
6,8,2013,2,"N","24A",5,NA,"N-24A",2
6,8,2013,2,"N","25",25,NA,"N-25",3
6,8,2013,2,"N","26",25,NA,"N-26",3
6,8,2013,2,"N","27",5,NA,"N-27",2
6,8,2013,2,"N","28",5,NA,"N-28",2
6,8,2013,2,"N","28A",5,NA,"N-28A",2
6,8,2013,2,"N","29",0,NA,"N-29",1
6,8,2013,2,"N","30",5,NA,"N-30",2
6,8,2013,2,"N","31",0,NA,"N-31",1
6,8,2013,2,"N","32",0,NA,"N-32",1
6,8,2013,2,"N","33",0,NA,"N-33",1
6,8,2013,2,"N","34",0,NA,"N-34",1
6,8,2013,2,"N","35",100,NA,"N-35",7
6,8,2013,2,"N","36",100,NA,"N-36",7
6,8,2013,2,"N","37",0,NA,"N-37",1
6,8,2013,2,"N","38",5,NA,"N-38",2
6,8,2013,2,"N","39",5,NA,"N-39",2
6,8,2013,2,"N","39A",0,NA,"N-39A",1
6,8,2013,2,"N","40",0,NA,"N-40",1
6,8,2013,2,"N","41",5,NA,"N-41",2
6,8,2013,2,"N","42",0,NA,"N-42",1
6,8,2013,2,"N","43",0,NA,"N-43",1
2,8,2013,2,"N","44",50,NA,"N-44",4
2,8,2013,2,"N","45",25,NA,"N-45",3
2,8,2013,2,"N","46",5,NA,"N-46",2
2,8,2013,2,"N","47",5,NA,"N-47",2
2,8,2013,2,"N","48",50,NA,"N-48",4
2,8,2013,2,"N","49",25,NA,"N-49",3
2,8,2013,2,"N","50",0,NA,"N-50",1
2,8,2013,2,"N","51",100,NA,"N-51",7
2,8,2013,2,"N","52",25,NA,"N-52",3
2,8,2013,2,"N","53",25,NA,"N-53",3
2,8,2013,2,"N","54",25,NA,"N-54",3
2,8,2013,2,"N","55",5,NA,"N-55",2
2,8,2013,2,"N","56",0,NA,"N-56",1
2,8,2013,2,"N","57",0,NA,"N-57",1
2,8,2013,2,"N","58",5,NA,"N-58",2
2,8,2013,2,"N","59",5,NA,"N-59",2
6,8,2013,2,"N","60",5,NA,"N-60",2
6,8,2013,2,"N","61",5,NA,"N-61",2
6,8,2013,2,"N","62",5,NA,"N-62",2
6,8,2013,2,"N","63",5,NA,"N-63",2
6,8,2013,2,"N","64",100,NA,"N-64",7
6,8,2013,2,"N","65",25,NA,"N-65",3
6,8,2013,2,"N","66",5,NA,"N-66",2
6,8,2013,2,"N","67",0,NA,"N-67",1
2,8,2013,2,"N","68",0,NA,"N-68",1
2,8,2013,2,"N","69",100,NA,"N-69",7
2,8,2013,2,"N","70",75,NA,"N-70",5
6,8,2013,2,"N","71",0,NA,"N-71",1
6,8,2013,2,"N","72",0,NA,"N-72",1
6,8,2013,2,"N","73",0,NA,"N-73",1
6,8,2013,2,"N","74",5,NA,"N-74",2
6,8,2013,2,"N","75",5,NA,"N-75",2
6,8,2013,2,"N","76",0,NA,"N-76",1
6,8,2013,2,"N","77",0,NA,"N-77",1
6,8,2013,2,"N","78",5,NA,"N-78",2
6,8,2013,2,"N","79",0,NA,"N-79",1
6,8,2013,2,"N","80",0,NA,"N-80",1
6,8,2013,2,"N","81",0,NA,"N-81",1
6,8,2013,2,"N","82",0,NA,"N-82",1
6,8,2013,2,"N","83",0,NA,"N-83",1
6,8,2013,2,"N","84",5,NA,"N-84",2
6,8,2013,2,"N","85",5,NA,"N-85",2
6,8,2013,2,"N","85A",0,NA,"N-85A",1
6,8,2013,2,"N","86",5,NA,"N-86",2
6,8,2013,2,"N","87",0,NA,"N-87",1
6,8,2013,2,"N","88",25,NA,"N-88",3
6,8,2013,2,"N","89",0,NA,"N-89",1
6,8,2013,2,"N","90",0,NA,"N-90",1
6,8,2013,2,"N","91",0,NA,"N-91",1
6,8,2013,2,"N","92",0,NA,"N-92",1
6,8,2013,2,"N","93",5,NA,"N-93",2
6,8,2013,2,"N","94",5,NA,"N-94",2
6,8,2013,2,"N","95",5,NA,"N-95",2
6,8,2013,2,"N","96",0,NA,"N-96",1
6,8,2013,2,"N","97",0,NA,"N-97",1
6,8,2013,2,"N","98",5,NA,"N-98",2
7,8,2013,2,"SK","1",50,NA,"SK-1",4
7,8,2013,2,"SK","2",5,NA,"SK-2",2
7,8,2013,2,"SK","3",5,NA,"SK-3",2
7,8,2013,2,"SK","4",0,NA,"SK-4",1
7,8,2013,2,"SK","5",0,NA,"SK-5",1
7,8,2013,2,"SK","6",0,NA,"SK-6",1
7,8,2013,2,"SK","7",5,NA,"SK-7",2
7,8,2013,2,"SK","8",0,NA,"SK-8",1
7,8,2013,2,"SK","9",75,NA,"SK-9",5
7,8,2013,2,"SK","10",5,NA,"SK-10",2
7,8,2013,2,"SK","11",0,NA,"SK-11",1
7,8,2013,2,"SK","12",25,NA,"SK-12",3
7,8,2013,2,"SK","13",0,NA,"SK-13",1
7,8,2013,2,"SK","14",0,NA,"SK-14",1
7,8,2013,2,"SK","15",100,NA,"SK-15",7
7,8,2013,2,"SK","16",0,NA,"SK-16",1
7,8,2013,2,"SK","17",0,NA,"SK-17",1
7,8,2013,2,"SK","18",0,NA,"SK-18",1
7,8,2013,2,"SK","19",0,NA,"SK-19",1
7,8,2013,2,"SK","20",0,NA,"SK-20",1
7,8,2013,2,"SK","20A",75,NA,"SK-20A",5
7,8,2013,2,"SK","21",5,NA,"SK-21",2
7,8,2013,2,"SK","22",5,NA,"SK-22",2
7,8,2013,2,"SK","23",5,NA,"SK-23",2
7,8,2013,2,"SK","24",25,NA,"SK-24",3
7,8,2013,2,"SK","25",0,NA,"SK-25",1
7,8,2013,2,"SK","26",25,NA,"SK-26",3
7,8,2013,2,"SK","27",0,NA,"SK-27",1
7,8,2013,2,"SK","28",25,NA,"SK-28",3
7,8,2013,2,"SK","29",0,NA,"SK-29",1
