"day","month","year","sample","island","pool","plants","water","poolname","plants_rank"
28,7,2017,2,"LONA","2",0,"y","LONA-2",1
7,8,2017,2,"M","1",50,"y","M-1",4
7,8,2017,2,"M","2",100,"n","M-2",7
7,8,2017,2,"M","3",95,"y","M-3",6
7,8,2017,2,"M","4",0,"y","M-4",1
7,8,2017,2,"M","5",5,"y","M-5",2
7,8,2017,2,"M","6",5,"y","M-6",2
7,8,2017,2,"M","7",50,"y","M-7",4
7,8,2017,2,"M","8",0,"y","M-8",1
7,8,2017,2,"M","9",0,"y","M-9",1
7,8,2017,2,"M","10",0,"y","M-10",1
7,8,2017,2,"M","11",0,"y","M-11",1
7,8,2017,2,"M","12",5,"y","M-12",2
7,8,2017,2,"M","13",50,"y","M-13",4
7,8,2017,2,"M","14",0,"y","M-14",1
7,8,2017,2,"M","14A",0,"y","M-14A",1
7,8,2017,2,"M","15",0,"y","M-15",1
7,8,2017,2,"M","16",0,"y","M-16",1
7,8,2017,2,"M","17",5,"y","M-17",2
7,8,2017,2,"M","18",0,"y","M-18",1
7,8,2017,2,"M","19",5,"y","M-19",2
7,8,2017,2,"M","20",100,"n","M-20",7
7,8,2017,2,"M","21",50,"y","M-21",4
7,8,2017,2,"M","22",0,"y","M-22",1
7,8,2017,2,"M","23",25,"y","M-23",3
7,8,2017,2,"M","23A",0,"y","M-23A",1
7,8,2017,2,"M","24",0,"y","M-24",1
7,8,2017,2,"M","25",5,"y","M-25",2
7,8,2017,2,"M","25A",25,"y","M-25A",3
7,8,2017,2,"M","26",0,"y","M-26",1
7,8,2017,2,"M","27",0,"y","M-27",1
7,8,2017,2,"M","28",5,"y","M-28",2
7,8,2017,2,"M","29",50,"y","M-29",4
7,8,2017,2,"M","30",0,"y","M-30",1
7,8,2017,2,"M","30A",25,"y","M-30A",3
7,8,2017,2,"M","31",5,"y","M-31",2
7,8,2017,2,"M","32",0,"y","M-32",1
7,8,2017,2,"M","33",0,"y","M-33",1
7,8,2017,2,"M","34",0,"y","M-34",1
7,8,2017,2,"M","35",0,"y","M-35",1
7,8,2017,2,"M","36",0,"y","M-36",1
7,8,2017,2,"M","36A",0,"y","M-36A",1
7,8,2017,2,"M","37",0,"y","M-37",1
7,8,2017,2,"M","38",0,"y","M-38",1
7,8,2017,2,"M","39",50,"y","M-39",4
7,8,2017,2,"M","40",0,"y","M-40",1
7,8,2017,2,"M","41",0,"y","M-41",1
7,8,2017,2,"M","42",0,"y","M-42",1
7,8,2017,2,"M","43",25,"y","M-43",3
7,8,2017,2,"M","44",0,"y","M-44",1
7,8,2017,2,"M","45",5,"y","M-45",2
7,8,2017,2,"M","46",0,"y","M-46",1
7,8,2017,2,"M","47",0,"y","M-47",1
7,8,2017,2,"M","48",5,"y","M-48",2
7,8,2017,2,"M","49",0,"y","M-49",1
7,8,2017,2,"M","50",5,"y","M-50",2
7,8,2017,2,"M","51",0,"y","M-51",1
7,8,2017,2,"M","52",0,"y","M-52",1
7,8,2017,2,"M","53",25,"y","M-53",3
7,8,2017,2,"M","54",25,"y","M-54",3
7,8,2017,2,"M","55",5,"y","M-55",2
7,8,2017,2,"M","56",5,"y","M-56",2
7,8,2017,2,"M","57",5,"y","M-57",2
7,8,2017,2,"M","58",5,"y","M-58",2
7,8,2017,2,"M","59",0,"y","M-59",1
7,8,2017,2,"M","60",0,"y","M-60",1
7,8,2017,2,"M","61",0,"y","M-61",1
7,8,2017,2,"M","62",5,"y","M-62",2
7,8,2017,2,"M","63",0,"y","M-63",1
7,8,2017,2,"M","63A",50,"y","M-63A",4
7,8,2017,2,"M","64",0,"y","M-64",1
7,8,2017,2,"M","65",0,"y","M-65",1
7,8,2017,2,"M","66",5,"y","M-66",2
7,8,2017,2,"M","67",5,"y","M-67",2
7,8,2017,2,"M","68",100,"n","M-68",7
3,8,2017,2,"M","69",50,"y","M-69",4
3,8,2017,2,"M","69A",75,"y","M-69A",5
3,8,2017,2,"M","70",0,"y","M-70",1
3,8,2017,2,"M","71",50,"y","M-71",4
3,8,2017,2,"M","72",5,"y","M-72",2
3,8,2017,2,"M","73",0,"y","M-73",1
28,7,2017,2,"N","1",0,"y","N-1",1
28,7,2017,2,"N","2",0,"y","N-2",1
28,7,2017,2,"N","3",0,"y","N-3",1
28,7,2017,2,"N","4",0,"y","N-4",1
28,7,2017,2,"N","5",0,"y","N-5",1
28,7,2017,2,"N","6",0,"y","N-6",1
28,7,2017,2,"N","7",5,"y","N-7",2
28,7,2017,2,"N","8",0,"y","N-8",1
28,7,2017,2,"N","9",0,"y","N-9",1
28,7,2017,2,"N","10",0,"y","N-10",1
28,7,2017,2,"N","11",0,"y","N-11",1
28,7,2017,2,"N","12",0,"y","N-12",1
28,7,2017,2,"N","13",0,"y","N-13",1
28,7,2017,2,"N","14",5,"y","N-14",2
28,7,2017,2,"N","15",0,"y","N-15",1
28,7,2017,2,"N","15A",5,"y","N-15A",2
28,7,2017,2,"N","16",50,"n","N-16",4
28,7,2017,2,"N","17",75,"n","N-17",5
28,7,2017,2,"N","18",50,"y","N-18",4
28,7,2017,2,"N","19",5,"y","N-19",2
28,7,2017,2,"N","20",0,"y","N-20",1
28,7,2017,2,"N","21",50,"n","N-21",4
28,7,2017,2,"N","22",95,"n","N-22",6
28,7,2017,2,"N","23",95,"n","N-23",6
28,7,2017,2,"N","24",25,"n","N-24",3
28,7,2017,2,"N","24A",5,"y","N-24A",2
28,7,2017,2,"N","25",25,"n","N-25",3
28,7,2017,2,"N","26",25,"y","N-26",3
28,7,2017,2,"N","27",5,"y","N-27",2
28,7,2017,2,"N","27A",5,"y","N-27A",2
28,7,2017,2,"N","28",5,"y","N-28",2
28,7,2017,2,"N","28A",5,"y","N-28A",2
28,7,2017,2,"N","29",0,"y","N-29",1
28,7,2017,2,"N","30",0,"y","N-30",1
28,7,2017,2,"N","31",0,"y","N-31",1
28,7,2017,2,"N","32",0,"y","N-32",1
28,7,2017,2,"N","33",0,"y","N-33",1
28,7,2017,2,"N","34",0,"y","N-34",1
28,7,2017,2,"N","35",95,"n","N-35",6
28,7,2017,2,"N","36",95,"n","N-36",6
28,7,2017,2,"N","37",0,"y","N-37",1
28,7,2017,2,"N","38",5,"y","N-38",2
28,7,2017,2,"N","39",0,"y","N-39",1
28,7,2017,2,"N","39A",0,"y","N-39A",1
28,7,2017,2,"N","40",0,"y","N-40",1
28,7,2017,2,"N","41",5,"y","N-41",2
29,7,2017,2,"N","42",5,"y","N-42",2
29,7,2017,2,"N","43",0,"y","N-43",1
29,7,2017,2,"N","44",25,"n","N-44",3
29,7,2017,2,"N","45",5,"n","N-45",2
29,7,2017,2,"N","46",25,"y","N-46",3
29,7,2017,2,"N","47",25,"y","N-47",3
29,7,2017,2,"N","48",50,"n","N-48",4
29,7,2017,2,"N","49",50,"y","N-49",4
28,7,2017,2,"N","50",5,"y","N-50",2
29,7,2017,2,"N","51",100,"n","N-51",7
29,7,2017,2,"N","52",50,"y","N-52",4
29,7,2017,2,"N","53",50,"n","N-53",4
29,7,2017,2,"N","54",25,"n","N-54",3
29,7,2017,2,"N","55",5,"y","N-55",2
29,7,2017,2,"N","56",0,"y","N-56",1
29,7,2017,2,"N","57",0,"y","N-57",1
29,7,2017,2,"N","58",5,"y","N-58",2
29,7,2017,2,"N","59",5,"y","N-59",2
29,7,2017,2,"N","60",5,"n","N-60",2
29,7,2017,2,"N","61",5,"y","N-61",2
29,7,2017,2,"N","62",5,"y","N-62",2
29,7,2017,2,"N","63",25,"n","N-63",3
29,7,2017,2,"N","64",95,"n","N-64",6
29,7,2017,2,"N","65",25,"n","N-65",3
29,7,2017,2,"N","66",25,"n","N-66",3
29,7,2017,2,"N","67",5,"y","N-67",2
29,7,2017,2,"N","68",0,"y","N-68",1
29,7,2017,2,"N","69",75,"n","N-69",5
29,7,2017,2,"N","70",75,"n","N-70",5
29,7,2017,2,"N","71",0,"y","N-71",1
29,7,2017,2,"N","72",5,"y","N-72",2
29,7,2017,2,"N","73",0,"y","N-73",1
29,7,2017,2,"N","74",25,"y","N-74",3
29,7,2017,2,"N","75",5,"y","N-75",2
29,7,2017,2,"N","76",5,"y","N-76",2
29,7,2017,2,"N","77",0,"y","N-77",1
29,7,2017,2,"N","78",5,"y","N-78",2
29,7,2017,2,"N","79",0,"y","N-79",1
29,7,2017,2,"N","80",0,"y","N-80",1
29,7,2017,2,"N","81",0,"y","N-81",1
29,7,2017,2,"N","82",5,"y","N-82",2
29,7,2017,2,"N","83",0,"y","N-83",1
29,7,2017,2,"N","84",0,"y","N-84",1
29,7,2017,2,"N","85",5,"y","N-85",2
29,7,2017,2,"N","85A",0,"y","N-85A",1
29,7,2017,2,"N","86",25,"y","N-86",3
29,7,2017,2,"N","87",5,"y","N-87",2
29,7,2017,2,"N","88",25,"y","N-88",3
29,7,2017,2,"N","89",5,"y","N-89",2
29,7,2017,2,"N","90",5,"y","N-90",2
29,7,2017,2,"N","91",5,"y","N-91",2
29,7,2017,2,"N","92",0,"y","N-92",1
29,7,2017,2,"N","93",5,"y","N-93",2
29,7,2017,2,"N","94",25,"y","N-94",3
29,7,2017,2,"N","95",5,"y","N-95",2
29,7,2017,2,"N","96",0,"y","N-96",1
29,7,2017,2,"N","97",0,"y","N-97",1
29,7,2017,2,"N","98",25,"n","N-98",3
29,7,2017,2,"SK","1",50,"y","SK-1",4
29,7,2017,2,"SK","2",25,"y","SK-2",3
29,7,2017,2,"SK","3",5,"y","SK-3",2
29,7,2017,2,"SK","4",0,"y","SK-4",1
29,7,2017,2,"SK","5",0,"y","SK-5",1
29,7,2017,2,"SK","6",0,"y","SK-6",1
29,7,2017,2,"SK","7",5,"y","SK-7",2
29,7,2017,2,"SK","8",25,"y","SK-8",3
29,7,2017,2,"SK","9",75,"y","SK-9",5
29,7,2017,2,"SK","10",5,"y","SK-10",2
29,7,2017,2,"SK","11",0,"y","SK-11",1
29,7,2017,2,"SK","12",25,"y","SK-12",3
29,7,2017,2,"SK","13",5,"y","SK-13",2
29,7,2017,2,"SK","14",0,"y","SK-14",1
29,7,2017,2,"SK","15",25,"y","SK-15",3
29,7,2017,2,"SK","16",5,"y","SK-16",2
29,7,2017,2,"SK","17",5,"y","SK-17",2
29,7,2017,2,"SK","18",5,"y","SK-18",2
29,7,2017,2,"SK","19",0,"y","SK-19",1
29,7,2017,2,"SK","20",0,"y","SK-20",1
29,7,2017,2,"SK","20A",50,"y","SK-20A",4
29,7,2017,2,"SK","21",25,"y","SK-21",3
29,7,2017,2,"SK","22",25,"y","SK-22",3
1,8,2017,2,"SK","23",5,"y","SK-23",2
1,8,2017,2,"SK","24",25,"y","SK-24",3
1,8,2017,2,"SK","25",5,"y","SK-25",2
1,8,2017,2,"SK","26",25,"y","SK-26",3
1,8,2017,2,"SK","26A",5,"y","SK-26A",2
1,8,2017,2,"SK","27",0,"y","SK-27",1
1,8,2017,2,"SK","28",25,"y","SK-28",3
1,8,2017,2,"SK","29",25,"y","SK-29",3
1,8,2017,2,"SK","29A",0,"y","SK-29A",1
1,8,2017,2,"SK","30",0,"y","SK-30",1
1,8,2017,2,"SK","30A",5,"y","SK-30A",2
1,8,2017,2,"SK","31",0,"y","SK-31",1
1,8,2017,2,"SK","32",5,"y","SK-32",2
1,8,2017,2,"SK","33",5,"y","SK-33",2
1,8,2017,2,"SK","34",25,"y","SK-34",3
1,8,2017,2,"SK","35",5,"y","SK-35",2
1,8,2017,2,"SK","36",25,"y","SK-36",3
1,8,2017,2,"SK","37",75,"y","SK-37",5
1,8,2017,2,"SK","38",25,"y","SK-38",3
1,8,2017,2,"SK","39",5,"y","SK-39",2
1,8,2017,2,"SK","40",50,"y","SK-40",4
1,8,2017,2,"SK","40A",0,"y","SK-40A",1
1,8,2017,2,"SK","41",0,"y","SK-41",1
1,8,2017,2,"SK","42",25,"y","SK-42",3
1,8,2017,2,"SK","43",0,"y","SK-43",1
1,8,2017,2,"SK","44",25,"y","SK-44",3
1,8,2017,2,"SK","45",25,"y","SK-45",3
1,8,2017,2,"SK","46",0,"y","SK-46",1
1,8,2017,2,"SK","47",95,"y","SK-47",6
1,8,2017,2,"SK","48",0,"y","SK-48",1
1,8,2017,2,"SK","49",5,"y","SK-49",2
1,8,2017,2,"SK","50",5,"y","SK-50",2
1,8,2017,2,"SK","51",75,"y","SK-51",5
1,8,2017,2,"SK","52",75,"y","SK-52",5
1,8,2017,2,"SK","53",50,"y","SK-53",4
1,8,2017,2,"SK","54",5,"y","SK-54",2
1,8,2017,2,"SK","55",5,"y","SK-55",2
1,8,2017,2,"SK","56",0,"y","SK-56",1
1,8,2017,2,"SK","57",0,"y","SK-57",1
1,8,2017,2,"SK","58",5,"y","SK-58",2
1,8,2017,2,"SKN","1",5,"y","SKN-1",2
1,8,2017,2,"SKN","2",0,"y","SKN-2",1
1,8,2017,2,"SKO","1",25,"y","SKO-1",3
1,8,2017,2,"SKO","2",0,"y","SKO-2",1
1,8,2017,2,"SKO","3",25,"y","SKO-3",3
1,8,2017,2,"SKO","4",5,"y","SKO-4",2
1,8,2017,2,"SKO","5",0,"y","SKO-5",1
1,8,2017,2,"SKO","6",0,"y","SKO-6",1
1,8,2017,2,"SKO","7",0,"y","SKO-7",1
1,8,2017,2,"SKW","1",25,"y","SKW-1",3
1,8,2017,2,"SKW","2",25,"y","SKW-2",3
1,8,2017,2,"SKW","3",5,"y","SKW-3",2
